"fxID","game_pk","UmpName","umpBirthYear","umpDebut","permContract","date"
427019,380868,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,348998,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,235338,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,348236,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,265391,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,347632,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,347574,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,264395,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,319954,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,448184,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,415914,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,288644,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,264214,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,381983,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,287500,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,448988,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,382544,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,448535,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,235392,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,264038,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,233781,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,415810,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,287044,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,347910,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,245518,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,318771,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,265107,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,265561,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,348873,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,346806,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,382189,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,289032,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,347400,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,246174,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,246143,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,244650,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,287951,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,318584,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,318424,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,346970,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,265710,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,234803,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,448812,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,289087,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,263927,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,381242,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,416037,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,233963,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,245275,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,382341,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,244412,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,234926,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,246606,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,319626,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,347961,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,347331,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,414104,"Ted Barrett",1965,1994,1999,"September 1, 1999"
